polarity_human,fetch_time,title,content
-1,2012-02-09,加拿大皇家銀行調查：國民對經濟前景的信心下降,"根據《路透》財經網顯示,加拿大皇家銀行調查顯示,全球金融的不確定性,以及就業新增速度放緩,上月令國民對經濟的信心下降.調查顯示,32%的受訪者樂觀看待明年經濟前景,低於2011年1月調查中的43%,而兩年前調查中的這一比例為56%.加皇銀行周四公布的加拿大消費者展望指數顯示,只有36%的受訪者預計自己的個人財務狀況將在未來12個月內好轉,2011年和2010年調查中的比例分別為38%和45%.該在線調查是在1月9日至16日期間進行的.													分享到：  		  		  		  		  				 寄給朋友													收件人電郵 *：						你的名字						你的電郵地址 *：						私人訊息：																					關閉			2168885ZH_TWhttp://www.quamnet.com/newscontent.action?articleId=2168885||request_locale=ZH_TWnewscontent.action加拿大皇家銀行調查：國民對經濟前景的信心下降根據《路透》財經網顯示,加拿大皇家銀行調查顯示,全球金融的不確定性,以及就業新增…NEW_CMD"
1,2012-02-09,【個股信息】匯豐(中國)第二家縣域支行開業,"財華社香港新聞中心?豐銀行(中國)公布,張家港支行於昨天正式開業,成為繼昆山支行後,?豐在中國內地設立的第二家縣域支行.?豐張家港支行隸屬於?豐蘇州分行,側重對公業務,為中外資企業提供國際化的金融解決方案,包括企業存貸款、商業融資、貿易服務、現金管理以及財資服務等廣泛的人民幣和外幣服務.開業初期擁有近十位員工.?豐蘇州分行行長卞庭珠表示,江蘇省縣域外向型經濟規模大,全國百強縣中有相當一部分在江蘇,張家港憑藉其優越的地理位置和得天獨厚的交通條件,吸引了眾多的外商投資,當地的外向型經濟發展迅速.通過設立張家港支行,?豐將更貼近當地市場,為外資和本地企業提供聯結海外市場的國際金融服務.(P)更多精彩內容,請登陸財華中國網(http://www.caihuanet.com)或財華香港網(http://www.finet.hk)"
-1,2012-02-09,【財華快訊】香港股市最新行情,"恆指最新報 20963.48點,跌 54.979  點,成交 472.17 億﹔即月期指高水 38 點,最新報 21001.0 點﹔紅籌指數最新報 4126.96點,漲 45.1  點﹔國企指數最新報 11672.57點,跌 33.29  點﹔Ｈ股指數期貨最新報 11696.0 點.最新五大升幅股份中,包括東南國際集團(0726-HK) 、SOLOMON SYSTECH(2878-HK) 、明華科技(8301-HK) 、精英國際(1328-HK) 以及星島(1105-HK) ,升幅分別為 68.72%、32.85%、28.57%、19.44%及15.13%.主板最新五大成交額股份中,包括工商銀行(1398-HK)報 5.46 元、建設銀行(0939-HK)報 6.32 元、中國移動(0941-HK)報 78.15 元、香港交易所(0388-HK)報 144.1 元、中國銀行(3988-HK)報 3.34 元.主要藍籌股走勢：----------------------------------匯豐控股(0005-HK)報 69.3 元,跌 0.35 元中國移動(0941-HK)報 78.15 元,跌 0.75 元工商銀行(1398-HK)報 5.46 元,跌 0.05 元建設銀行(0939-HK)報 6.32 元,跌 0.07 元中國銀行(3988-HK)報 3.34 元,跌 0.03 元中國人壽(2628-HK)報 22.95 元,跌 0.2 元中國石油(0857-HK)報 11.84 元,跌 0.02 元中海油(0883-HK)報 17.26 元,漲 0.16 元和記黃埔(0013-HK)報 76.65 元,跌 0.3 元新鴻基地產(0016-HK)報 108.2 元,跌 0.5 元.***以上信息與實際發放時間延遲十五分鐘,並供用戶參考."
-1,2012-02-09,【財華快訊】香港股市最新行情,"恆指最新報 21004.57點,跌 13.889  點,成交 594.00 億﹔即月期指高水 2 點,最新報 21007.0 點﹔紅籌指數最新報 4139.86點,漲 58.0  點﹔國企指數最新報 11699.35點,跌 6.51  點﹔Ｈ股指數期貨最新報 11698.0 點.最新五大升幅股份中,包括東南國際集團(0726-HK) 、SOLOMON SYSTECH(2878-HK) 、鴻隆控股(1383-HK) 、天年生物(1178-HK) 以及時富金融服務集團(0510-HK) ,升幅分別為 62.55%、35.27%、28.57%、23.71%及20.91%.主板最新五大成交額股份中,包括工商銀行(1398-HK)報 5.45 元、建設銀行(0939-HK)報 6.34 元、中國移動(0941-HK)報 78.1 元、中海油(0883-HK)報 17.48 元、香港交易所(0388-HK)報 144.6 元.主要藍籌股走勢：----------------------------------匯豐控股(0005-HK)報 69.5 元,跌 0.15 元中國移動(0941-HK)報 78.1 元,跌 0.8 元工商銀行(1398-HK)報 5.45 元,跌 0.06 元建設銀行(0939-HK)報 6.34 元,跌 0.05 元中國銀行(3988-HK)報 3.35 元,跌 0.02 元中國人壽(2628-HK)報 23.0 元,跌 0.15 元中國石油(0857-HK)報 11.86 元,跌 0.0 元中海油(0883-HK)報 17.48 元,漲 0.38 元和記黃埔(0013-HK)報 76.65 元,跌 0.3 元新鴻基地產(0016-HK)報 108.5 元,跌 0.2 元.***以上信息與實際發放時間延遲十五分鐘,並供用戶參考."
1,2012-02-09,【窩輪數據】港股認股證總成交金額86.34 億元，佔大市14.54%,"財華社香港新聞中心.恆指現報21004.57點,跌 13.889 點,成交金額594.00 億元﹔認股證成交金額為86.34 億元,佔大市成交14.54%.認購證總成交額為68.04 億元,佔認股證成交的78.8%﹔認沽證總成交額為18.31 億元,佔認股證成交的21.2%.***以上信息與實際發放時間延遲十五分鐘,並供用戶參考."
1,2012-02-09,歐元兌美元觸及盤中高點,"根據《Fxstreet.hk》財經網顯示, 歐元兌美元今日亞洲收盤後,一度挑戰1.3300關口.今日是歐元關鍵的一天,歐洲央行貨幣政策會議上將提供關於希臘談判的最終解決辦法.市場參與者希望銀行保持貸款基準不變,但德拉吉的事後新聞發布會表示對於中央銀行介入希臘債務危機的興趣增長.撰稿時,歐元兌美元上揚0.40％至1.3301,初步阻力在1.3280,然後是1.3436,1.3550和1.3582.歐元兌美元跌破1.3108,將進一步考驗1.3075,然後是1.3025和1.2854.													分享到：  		  		  		  		  				 寄給朋友													收件人電郵 *：						你的名字						你的電郵地址 *：						私人訊息：																					關閉			2168409ZH_TWhttp://www.quamnet.com/newscontent.action?articleId=2168409||request_locale=ZH_TWnewscontent.action歐元兌美元觸及盤中高點根據《Fxstreet.hk》財經網顯示, 歐元兌美元今日亞洲收盤後,一度挑戰1…NEW_CMD"
-1,2012-02-09,【國際財經】柯達擬今年上半年停產數碼相機,"財華社香港新聞中心伊士曼柯達公司週四宣佈,計畫於今年上半年停產數碼相機、可攜式高清攝像機和數碼相框,以削減成本.在此之後,柯達將把這些領域的品牌授權給其他公司.該公司的消費者部門將把注意力集中在線上和零售相片沖洗,以及桌面噴墨列印上.柯達早前已依據美國《破產法》第11章向紐約一家法院申請破產保護.更多精彩內容,請登陸財華中國網 (http://www.caihuanet.com) 或財華香港網 (http://www.finet.hk)"
1,2012-02-09,《盈警響號》中國新電信<08167.HK>料中績見紅,中國新電信08167.HK發盈警，預計2011年止六個月將錄得虧損，相對2010年同期則呈溢利，虧損主要來自購宜亮及智朗引致之無形資產攤銷；以及高溫超導濾波器供應短缺，對智朗營業額造成負面影響。(de/d)
-1,2012-02-09,【財華快訊】香港股市最新行情,"恆指最新報 20910.52點,跌 107.939  點,成交 453.21 億﹔即月期指高水 14 點,最新報 20925.0 點﹔紅籌指數最新報 4122.66點,漲 40.8  點﹔國企指數最新報 11636.2點,跌 69.66  點﹔Ｈ股指數期貨最新報 11638.0 點.最新五大升幅股份中,包括東南國際集團(0726-HK) 、SOLOMON SYSTECH(2878-HK) 、明華科技(8301-HK) 、精英國際(1328-HK) 以及FUTURE BRIGHT(0703-HK) ,升幅分別為 56.38%、30.43%、28.57%、19.44%及17.02%.主板最新五大成交額股份中,包括工商銀行(1398-HK)報 5.44 元、建設銀行(0939-HK)報 6.31 元、中國移動(0941-HK)報 77.95 元、中國銀行(3988-HK)報 3.34 元、香港交易所(0388-HK)報 143.1 元.主要藍籌股走勢：----------------------------------匯豐控股(0005-HK)報 69.1 元,跌 0.55 元中國移動(0941-HK)報 77.95 元,跌 0.95 元工商銀行(1398-HK)報 5.44 元,跌 0.07 元建設銀行(0939-HK)報 6.31 元,跌 0.08 元中國銀行(3988-HK)報 3.34 元,跌 0.03 元中國人壽(2628-HK)報 22.8 元,跌 0.35 元中國石油(0857-HK)報 11.78 元,跌 0.08 元中海油(0883-HK)報 17.18 元,漲 0.08 元和記黃埔(0013-HK)報 76.45 元,跌 0.5 元新鴻基地產(0016-HK)報 107.9 元,跌 0.8 元.***以上信息與實際發放時間延遲十五分鐘,並供用戶參考."
1,2012-02-09,【股價異動】晶門科技(02878-HK)漲30%，澄清扭虧為目標,"財華社香港新聞中心晶門科技公佈,知悉今日股價及成交量上升,稱不知悉導致異動的任何原因.公司指,注意到今日多份香港報章及媒體的文章,報道其有較高機會於2012年轉虧為盈.晶門科技表示,公司昨日舉行傳媒午宴,向傳媒提供最新產品和科技發展方向,會上曾被問及未來業務發展,惟澄清無於午宴上提供任何財務預測或重要指引；公司對未來業務發展的回應,應被視作對未來業務能達至盈利作為目標的一個性質上陳述.晶門科技今早逆市大漲,最高曾見0.29元,中午收報0.27元,漲幅達30.44%,成交968.1萬元.(I)更多精彩內容,請登陸財華中國網(http://www.caihuanet.com)或財華香港網(http://www.finet.hk)"
1,2012-02-09,【專家之言】星展料內地經濟增長8.5%，樓價跌20%,"財華社香港新聞中心星展銀行(香港)經濟研究部高級經濟師梁兆基表示,中國經濟無硬著陸之憂,全年經濟增長料為8.5%.他指出,儘管政策逐步放鬆,但對樓市不會鬆綁,因內地調控樓市已有18個月,現時又處於實際負利率下,民眾投資渠道不多,故若現時放鬆樓市,泡沫將再次出現.他預計,今年內地樓價有機會下跌10%-20%.(S/I)更多精彩內容,請登陸財華中國網(http://www.caihuanet.com)或財華香港網(http://www.finet.hk)"
-1,2012-02-09,恒指最新跌不足1點 (經濟)  ,"恒生指數最新報21018.41 點,跌0.05點."
1,2012-02-09,【本港樓市】賽西湖1260呎1628萬元成交,"財華社香港新聞中心中原豪宅指,北角半山區市況轉活,業主願意提供議價空間,鼓勵潛力買家斥資入市.賽西湖大廈本月第2宗成交,成交單位為賽西湖大廈11座中低層A室,面積1260平方呎,擁三房套房連工人房,有露台,望少海及園景,連車位出售,造價1628萬元,折合平均呎價約12921元.據了解,新買家為外區換樓客,購入單位自住.原業主則於1998年5月以888萬元連車位入市上址,持貨至今13年多,是次沽出單位賬面獲利740萬元,單位升值83%.(P)更多精彩內容,請登陸財華中國網(http://www.caihuanet.com)或財華香港網(http://www.finet.hk)"
1,2012-02-09,【地產新聞】恒生(00011-HK) ：近期首次置業按揭查詢上升,"財華社香港新聞中心恒生銀行分行網絡及抵押貸款業務主管譚麗?表示,近期首次置業貨款的需求增加,錄得的查詢數字上升,大多數查詢有關500萬元及以下的按揭批核.該行會緊貼市場息口情況,批出按揭息率.譚麗?表示,按揭申請者質素好的話,可以批出P(該行現為5%)-2.5%的息率,至於其他行家,則要視乎其資金成本和策略.由於有關查詢增加,她預期,2月按揭申請宗數會持續上升,如果經濟和政策沒有大改變,相信今年首季,按息會維持穩定.(P/H)更多精彩內容,請登陸財華中國網(http://www.caihuanet.com)或財華香港網(http://www.finet.hk)"
1,2012-02-09,【業務收購】加國批永暉焦煤(01733-HK)收購Grande Cache Coal,"財華社香港新聞中心永暉焦煤公布,接獲加拿大工業部長通知,認為Grande Cache Coal Corporation收購交易,對加拿大帶來凈利益,故此已根據加拿大投資法批準該安排.永暉焦煤早前公布,與Marubeni Corporation成立合資公司,永暉焦煤及Marubeni分別擁有60%及40%權益,以收購加拿大Grande Cache Coal Corporation全部已發行股本.(S)更多精彩內容,請登陸財華中國網(http://www.caihuanet.com)或財華香港網(http://www.finet.hk)"
1,2012-02-09,歐股期貨向好 料希債問題達解決方案,"根據《信報》財經網顯示,歐洲股市指數期貨向好,希臘政黨在同意緊縮方案上取得一些進展,投資者預期希臘債務問題將達解決方案.英國富時100指數期貨升22點至5850；法國CAC 40指數報3424.5,升12點；德國DAX指數期貨升34點至6783.道指期貨則跌11點,報12832.													分享到：  		  		  		  		  				 寄給朋友													收件人電郵 *：						你的名字						你的電郵地址 *：						私人訊息：																					關閉			2168470ZH_TWhttp://www.quamnet.com/newscontent.action?articleId=2168470||request_locale=ZH_TWnewscontent.action歐股期貨向好 料希債問題達解決方案根據《信報》財經網顯示,歐洲股市指數期貨向好,希臘政黨在同意緊縮方案上取得一些進…NEW_CMD"
1,2012-02-09,【報章摘要】今日香港報章財經要聞,"財華社香港新聞中心《信報》基金撲貨港股重上二萬一 落後股翻身習近平訪美前人幣升值加快 在岸匯價突破6.3 水平末日博士魯賓尼轉?唱好股市外交低潮訪美習近平受考驗靜候希臘削支談判美股牛皮貝萊德CEO籲全部資金買股樓市政策鬆綁內房股急彈資金流入港匯現強勢新奧購中燃擬設計更佳融資結構強調眼光要長遠今年售氣量目標增25%地方壟斷機制燃企陷惡戰復星醫藥上市集資減至62億 Gateway 擬美國除牌轉投港交所范智廉批金融改革目標矛盾Xstrata四股東反對併購 嘉能可挫1.3％中國有色拆非洲礦業 已獲批料5月招股  《香港經濟日報》港股衝破21,000 基金再追貨 瑞信：非短暫升浪 今聚焦內地數據 家電運動車股炒落後經濟愈差 股市愈好？ 資源股突發威 滬指近兩月高 央行保樓市「剛需」 防硬?陸 微調土地政策 勾地表棄限呎 居屋西鐵市建局主推 免過多中小單位 限呎不限價 上車有難度九肚住宅地下季推 不設限 銀行轉積極 2.15厘搶按揭 買家趕吸平貨 成交加快 希料避違約厄運 歐元兩月高 美股窄幅上落 紐約油曾破百 債務談判龜速 歐央行願讓步各政黨顧私利 緊縮拖字訣巨企自保 現金不留歐元區 股改契機 利中港股市納正軌 國企信息披露詬病多 宜釐定指引 利率管制 損銀行風險管理基金心酸體驗 看政策及推行 2成企業加薪「縮水」 降至4.7%  新奧：收購中燃 時間表未變 強調任何收購都困難 避談提價否 Gateway爭全配售闖港 外企首家 憧憬鬆銀根 SOHO冀售樓230億 蘇黎世研自駕遊保險商機 匯豐派要員領軍 倫敦拓人幣 光?石油盈喜 半年多賺 中芯虧損擴 上季蝕12.9億 阜豐發盈警 去年純利減  《明報》新股鬥冷門安老院也上市 創特許經營管理60院集資逾億另類冷門股多虎頭蛇尾人口老化客源不絕 租金人工貴成本重復星醫藥擬港上市 集60億紫雲間沁怡護養院長實：李嘉誠僅陪「上輩」睇醫生恒指升穿21,000直逼牛熊線 大行紛急推「?把」供客瘋炒 春節拖低1月銷售 汽車股反大升再吹政策風 內房水泥家電股急升貝萊德今年逆市增人手交行傳將再融資籌510億人行出手1月新貸難破萬億內房冰封1月銷售跌七成不明因素消除租轉買增 私宅買賣大升租賃急跌馬鞍山首周錄34宗成交大升3倍新界北洋房戰翠林撼歌賦嶺陳曾燾家族 斥5,000萬購跑馬地怡園興業愉景灣洽補地價舖位交投回暖連錄3宗成交 《星島日報》希債露曙光 A股大幅造好 恆指張319點 半年首破21000歐央行或轉?允換西寨資金追亞幣 澳元半年新高伯南克暗示零息承諾不變政治壓力下 短線續升值 習總赴美「送禮」 人幣破6.3關中馬貨幣互換加碼至1800億內地新資本要求料七月實施匯控批銀行改革偏重「硬指標」中移反腐涉11人共五億必瘦站超購33倍 穩派一手 復星醫藥次季上市籌62億存款準備金率標普料難大減歐資行車子 銀團貸款利息曾 港企紛發美元債券融資平保冀第三季發A股換股債雅居樂南京地王項目復工 SOHO預留100億收購《蘋果日報》美股夠便宜 勢跑贏債券 貝萊德：?身買股魯賓尼轉?唱好股市希債露曙光 歐元報捷伯南克續撐超低息政策匯控撤孟加拉 渣打洽購新資本魔咒 數據未達標 交行抽水恐躲不過律師質疑美林洩密復星醫藥申請上市中芯虧損增至13億潘石屹促放水救內房 SOHO變招 進軍大型項目內地加油價 高盛唱好中石化新奧開腔 早料富地SK增持 買中燃唔難就無價值券商唱好國美升12%車股踩油比亞迪最強中證監煞停港股ETF申請更多精彩內容,請登陸財華中國網(http://www.caihuanet.com)或財華香港網(http://www.finet.hk)"
